vehicle_id,timestamp,speed,engine_temp,fuel_efficiency,ambient_temp,rpm,brake_events,fault_code,anomaly_type,anomaly_detected,anomaly_score,analysis_timestamp
VEH-040,2025-07-07,57.76,69.58,12.59,26,4987,0,,high_rpm,1,0.6610472,2025-07-27 16:05:16
VEH-041,2025-07-07,38.56,79.71,9.3,27,4329,5,,normal,0,0.15183589,2025-07-27 16:05:16
VEH-042,2025-07-07,61.85,87.31,17.18,35,2241,5,,normal,0,0.01686095,2025-07-27 16:05:16
VEH-043,2025-07-07,57.91,91.74,13.56,39,2830,5,,normal,0,0.043943245,2025-07-27 16:05:16
VEH-044,2025-07-07,55.32,86.1,12.43,32,4730,2,,normal,0,0.33831915,2025-07-27 16:05:16
VEH-045,2025-07-07,49.22,82.28,19.29,35,4996,4,,high_rpm,1,0.80897534,2025-07-27 16:05:16
VEH-046,2025-07-07,38.56,77.42,13.37,40,2986,0,,normal,0,0.0009463067,2025-07-27 16:05:16
VEH-047,2025-07-07,72.41,79.53,14.04,40,4847,0,,high_rpm,0,0.29097864,2025-07-27 16:05:16
VEH-048,2025-07-07,65.59,76.63,15.36,39,3712,4,,normal,0,0.0041222847,2025-07-27 16:05:16
VEH-049,2025-07-07,40.5,84.31,12.5,33,4692,0,,normal,0,0.36206642,2025-07-27 16:05:16
VEH-050,2025-07-07,49.62,83.93,7.32,32,3630,3,,low_fuel_efficiency,0,0.13797109,2025-07-27 16:05:16
VEH-051,2025-07-07,34.38,87.06,16.17,30,3656,4,,normal,0,0.011064551,2025-07-27 16:05:16
VEH-052,2025-07-07,62.61,70.41,5.65,37,3897,5,,low_fuel_efficiency,0,0.2510808,2025-07-27 16:05:16
VEH-053,2025-07-07,61.59,79.54,14.42,33,4626,6,,excessive_braking,1,0.996356,2025-07-27 16:05:16
VEH-054,2025-07-07,68.06,82.26,15.23,39,2855,1,,normal,0,0.00011268117,2025-07-27 16:05:16
VEH-055,2025-07-07,43.74,90.57,10.65,32,4781,5,,normal,0,0.32865945,2025-07-27 16:05:16
VEH-056,2025-07-07,78.53,87.59,12.11,40,2212,2,,normal,0,0.00022574692,2025-07-27 16:05:16
VEH-057,2025-07-07,35.91,89.95,13.21,30,3221,3,,normal,0,0.02153685,2025-07-27 16:05:16
VEH-058,2025-07-07,50.38,80.94,17.49,39,3072,2,,normal,0,0.00022591444,2025-07-27 16:05:16
VEH-059,2025-07-07,58.23,79.34,12.39,26,4232,5,,normal,0,0.061406676,2025-07-27 16:05:16
VEH-060,2025-07-07,59.93,91.41,9.21,29,4851,2,,high_rpm,0,0.43495354,2025-07-27 16:05:16
VEH-061,2025-07-07,55.47,75.02,14.74,28,3142,5,,normal,0,0.017607538,2025-07-27 16:05:16
VEH-062,2025-07-07,70.65,105.59,15.26,33,4426,2,,normal,0,0.02601749,2025-07-27 16:05:16
VEH-063,2025-07-07,44.41,64.23,17.31,33,2322,6,,excessive_braking,1,0.9742302,2025-07-27 16:05:16
VEH-064,2025-07-07,33.74,88.54,9.78,25,4881,6,,excessive_braking,1,0.9948448,2025-07-27 16:05:16
VEH-065,2025-07-07,47.95,77.26,12.2,37,2428,6,,excessive_braking,1,0.9970021,2025-07-27 16:05:16
VEH-066,2025-07-07,38.92,80.12,13.71,38,3233,1,,normal,0,0.002207878,2025-07-27 16:05:16
VEH-067,2025-07-07,43.51,84.19,15.91,37,3689,2,,normal,0,0.0028591433,2025-07-27 16:05:16
VEH-068,2025-07-07,54.43,82.53,8.38,29,3443,4,,normal,0,0.070885435,2025-07-27 16:05:16
VEH-069,2025-07-07,68.41,95.32,9.85,25,3104,2,,normal,0,0.021117566,2025-07-27 16:05:16
VEH-070,2025-07-07,52.38,83.49,15.24,33,2130,5,,normal,0,0.024869135,2025-07-27 16:05:16
VEH-071,2025-07-07,42.53,80.94,12.68,27,2595,5,,normal,0,0.043655448,2025-07-27 16:05:16
VEH-072,2025-07-07,47.07,92.79,21.95,31,2654,6,,excessive_braking,1,0.9923268,2025-07-27 16:05:16
VEH-073,2025-07-07,57.01,72.56,18.99,25,4984,0,,high_rpm,0,0.21870215,2025-07-27 16:05:16
VEH-074,2025-07-07,48.03,79.57,18.7,34,4121,2,,normal,0,0.0028385594,2025-07-27 16:05:16
VEH-075,2025-07-07,35.3,80.63,13.57,26,3156,2,,normal,0,0.0047601038,2025-07-27 16:05:16
VEH-076,2025-07-07,64.66,73.6,14.25,38,3862,5,,normal,0,0.033810344,2025-07-27 16:05:16
VEH-077,2025-07-07,59.61,67.53,13.0,28,3079,6,,excessive_braking,1,0.99328053,2025-07-27 16:05:16
VEH-078,2025-07-07,56.51,60.0,20.28,27,3145,2,,normal,0,2.2679276e-05,2025-07-27 16:05:16
VEH-079,2025-07-07,56.44,80.35,15.39,35,3486,0,,normal,0,0.00032735363,2025-07-27 16:05:16
VEH-080,2025-07-07,44.64,88.34,11.52,30,4051,2,,normal,0,0.053885624,2025-07-27 16:05:16
VEH-081,2025-07-07,63.71,87.69,14.23,29,3153,6,,excessive_braking,1,0.990752,2025-07-27 16:05:16
VEH-082,2025-07-07,60.74,84.57,11.35,26,4593,6,,excessive_braking,1,0.9928889,2025-07-27 16:05:16
VEH-083,2025-07-07,68.82,98.54,15.02,32,4337,2,,normal,0,0.017347889,2025-07-27 16:05:16
VEH-084,2025-07-07,52.62,88.74,15.66,35,2854,0,,normal,0,0.00026741062,2025-07-27 16:05:16
VEH-085,2025-07-07,48.08,88.98,16.11,35,4576,1,,normal,0,0.124283195,2025-07-27 16:05:16
VEH-086,2025-07-07,72.09,78.06,10.02,38,4293,6,,excessive_braking,1,0.9925801,2025-07-27 16:05:16
VEH-087,2025-07-07,63.7,105.81,15.02,33,3920,1,,normal,0,0.008181546,2025-07-27 16:05:16
VEH-088,2025-07-07,74.35,85.66,16.98,27,2544,6,,excessive_braking,1,0.98947036,2025-07-27 16:05:16
VEH-089,2025-07-07,66.59,78.51,11.63,28,2431,5,,normal,0,0.052502524,2025-07-27 16:05:16
VEH-090,2025-07-07,48.96,107.0,9.31,33,3219,6,,excessive_braking,1,0.9946879,2025-07-27 16:05:16
VEH-091,2025-07-07,30.35,99.88,14.03,30,2979,3,,normal,0,0.08526262,2025-07-27 16:05:16
VEH-092,2025-07-07,71.75,78.77,11.27,38,4728,0,,normal,0,0.33141103,2025-07-27 16:05:16
VEH-093,2025-07-07,70.71,93.46,15.9,40,2836,2,,normal,0,0.00021210525,2025-07-27 16:05:16
VEH-094,2025-07-07,55.62,66.39,15.26,28,2478,0,,normal,0,3.1482603e-05,2025-07-27 16:05:16
VEH-095,2025-07-07,70.33,84.22,12.0,30,3030,3,,normal,0,0.0029241575,2025-07-27 16:05:16
VEH-096,2025-07-07,52.67,110.79,11.57,40,3804,1,,normal,0,0.074269965,2025-07-27 16:05:16
VEH-097,2025-07-07,35.06,81.18,10.62,38,3356,0,,normal,0,0.022527212,2025-07-27 16:05:16
VEH-098,2025-07-07,53.14,91.38,15.81,38,3912,2,,normal,0,0.0052871644,2025-07-27 16:05:16
VEH-099,2025-07-07,31.69,95.7,20.97,38,4158,0,,normal,0,0.016161641,2025-07-27 16:05:16
VEH-100,2025-07-07,54.25,85.41,15.31,36,2936,5,,normal,0,0.026391115,2025-07-27 16:05:16
VEH-001,2025-07-08,51.39,93.45,12.27,27,4696,1,,normal,0,0.29136893,2025-07-27 16:05:16
VEH-002,2025-07-08,67.77,79.44,13.52,29,4512,2,,normal,0,0.070698954,2025-07-27 16:05:16
VEH-003,2025-07-08,52.41,76.79,15.29,38,3006,4,,normal,0,0.0015774829,2025-07-27 16:05:16
VEH-004,2025-07-08,59.94,78.41,13.02,31,3125,2,,normal,0,0.0014996693,2025-07-27 16:05:16
VEH-005,2025-07-08,34.87,105.8,11.71,36,3817,1,,normal,0,0.2293898,2025-07-27 16:05:16
VEH-006,2025-07-08,62.04,80.74,13.09,27,2830,6,,excessive_braking,1,0.9940721,2025-07-27 16:05:16
VEH-007,2025-07-08,91.86,75.75,17.44,25,3250,5,,normal,0,0.015871437,2025-07-27 16:05:16
VEH-008,2025-07-08,36.56,79.95,16.2,30,4461,2,,normal,0,0.046856113,2025-07-27 16:05:16
VEH-009,2025-07-08,67.91,86.89,11.28,33,3920,4,,normal,0,0.026724588,2025-07-27 16:05:16
VEH-010,2025-07-08,74.99,83.92,11.2,35,2072,0,,normal,0,0.00013832831,2025-07-27 16:05:16
VEH-011,2025-07-08,74.98,68.79,9.96,34,3719,0,,normal,0,0.0041465624,2025-07-27 16:05:16
VEH-012,2025-07-08,36.76,94.25,13.19,28,2980,2,,normal,0,0.021044405,2025-07-27 16:05:16
VEH-013,2025-07-08,29.89,88.08,13.42,37,3606,3,,normal,0,0.035425022,2025-07-27 16:05:16
VEH-014,2025-07-08,60.07,103.17,12.94,31,4144,4,,normal,0,0.027735528,2025-07-27 16:05:16
VEH-015,2025-07-08,79.75,109.66,19.97,37,4565,2,,normal,0,0.04346279,2025-07-27 16:05:16
VEH-016,2025-07-08,33.66,88.15,17.15,35,2950,0,,normal,0,0.0007135693,2025-07-27 16:05:16
VEH-017,2025-07-08,46.79,75.77,13.83,36,3526,0,,normal,0,0.0010974862,2025-07-27 16:05:16
VEH-018,2025-07-08,78.5,71.78,16.35,29,4236,0,,normal,0,0.0014125308,2025-07-27 16:05:16
VEH-019,2025-07-08,35.85,81.83,16.45,26,4959,1,,high_rpm,1,0.54915994,2025-07-27 16:05:16
VEH-020,2025-07-08,56.63,86.58,14.53,36,3333,0,,normal,0,0.00065040606,2025-07-27 16:05:16
VEH-021,2025-07-08,42.03,95.49,12.18,31,2377,5,,normal,0,0.17658427,2025-07-27 16:05:16
VEH-022,2025-07-08,41.97,88.82,18.72,34,2235,3,,normal,0,0.0004990042,2025-07-27 16:05:16
VEH-023,2025-07-08,53.04,97.91,15.94,39,4637,2,,normal,0,0.20570809,2025-07-27 16:05:16
VEH-024,2025-07-08,35.15,79.7,18.48,28,2176,3,,normal,0,0.00026434317,2025-07-27 16:05:16
VEH-025,2025-07-08,68.64,86.47,14.88,35,4395,0,,normal,0,0.013108126,2025-07-27 16:05:16
VEH-026,2025-07-08,55.08,91.79,14.85,36,2158,2,,normal,0,0.00060268317,2025-07-27 16:05:16
VEH-027,2025-07-08,55.18,86.1,14.72,33,3088,6,,excessive_braking,1,0.99268365,2025-07-27 16:05:16
VEH-028,2025-07-08,57.54,88.76,11.65,37,4741,0,,normal,0,0.44635317,2025-07-27 16:05:16
VEH-029,2025-07-08,59.55,66.41,12.94,35,2461,0,,normal,0,7.1189184e-05,2025-07-27 16:05:16
VEH-030,2025-07-08,97.03,85.29,14.05,37,4157,6,,excessive_braking,1,0.9905509,2025-07-27 16:05:16
VEH-031,2025-07-08,55.33,66.61,20.73,40,2372,6,,excessive_braking,1,0.952693,2025-07-27 16:05:16
VEH-032,2025-07-08,61.15,74.35,8.71,30,2550,2,,normal,0,0.0054140487,2025-07-27 16:05:16
VEH-033,2025-07-08,50.95,78.58,17.44,37,4155,3,,normal,0,0.0063799117,2025-07-27 16:05:16
VEH-034,2025-07-08,34.72,66.93,14.38,40,2861,3,,normal,0,0.0010190693,2025-07-27 16:05:16
VEH-035,2025-07-08,62.75,86.57,18.21,40,4004,1,,normal,0,0.0010576657,2025-07-27 16:05:16
VEH-036,2025-07-08,52.3,88.49,16.59,38,4836,2,,high_rpm,0,0.49411362,2025-07-27 16:05:16
VEH-037,2025-07-08,34.29,80.5,11.39,38,4820,4,,high_rpm,1,0.51081276,2025-07-27 16:05:16
VEH-038,2025-07-08,54.32,66.75,14.27,27,2741,3,,normal,0,0.00048166857,2025-07-27 16:05:16
VEH-039,2025-07-08,52.92,85.95,13.0,35,2126,6,,excessive_braking,1,0.99647486,2025-07-27 16:05:16
VEH-040,2025-07-08,41.24,95.61,17.09,27,3475,3,,normal,0,0.009077867,2025-07-27 16:05:16
VEH-041,2025-07-08,56.75,100.66,14.0,27,4283,0,,normal,0,0.04555902,2025-07-27 16:05:16
VEH-042,2025-07-08,91.31,80.62,13.39,27,3839,2,,normal,0,0.0028261666,2025-07-27 16:05:16
VEH-043,2025-07-08,55.03,107.24,14.6,29,3544,6,,excessive_braking,1,0.98864555,2025-07-27 16:05:16
VEH-044,2025-07-08,86.92,77.85,13.52,25,2791,4,,normal,0,0.001029186,2025-07-27 16:05:16
VEH-045,2025-07-08,28.74,93.31,12.05,25,3291,4,,normal,0,0.06169038,2025-07-27 16:05:16
VEH-046,2025-07-08,33.16,81.55,14.98,37,4058,4,,normal,0,0.029317984,2025-07-27 16:05:16
VEH-047,2025-07-08,78.48,78.57,11.21,26,2632,1,,normal,0,0.00054969813,2025-07-27 16:05:16
VEH-048,2025-07-08,32.77,87.62,14.15,33,3559,0,,normal,0,0.009688601,2025-07-27 16:05:16
VEH-049,2025-07-08,36.66,91.84,19.05,34,3847,6,,excessive_braking,1,0.9919154,2025-07-27 16:05:16
VEH-050,2025-07-08,59.33,64.23,16.37,34,2710,1,,normal,0,2.9311817e-05,2025-07-27 16:05:16
VEH-051,2025-07-08,58.45,86.38,20.02,35,3845,3,,normal,0,0.0012609536,2025-07-27 16:05:16
VEH-052,2025-07-08,63.6,85.89,17.06,29,4447,1,,normal,0,0.01596274,2025-07-27 16:05:16
VEH-053,2025-07-08,58.17,76.13,16.01,40,3873,5,,normal,0,0.024538165,2025-07-27 16:05:16
VEH-054,2025-07-08,38.3,96.97,18.06,31,2278,4,,normal,0,0.009680927,2025-07-27 16:05:16
VEH-055,2025-07-08,52.22,86.31,15.28,33,2257,1,,normal,0,0.00018008999,2025-07-27 16:05:16
VEH-056,2025-07-08,43.37,72.3,13.0,31,3529,0,,normal,0,0.0016559296,2025-07-27 16:05:16
VEH-057,2025-07-08,49.55,95.54,14.6,34,3535,0,,normal,0,0.0047904747,2025-07-27 16:05:16
VEH-058,2025-07-08,45.62,94.05,13.72,33,3680,3,,normal,0,0.027322117,2025-07-27 16:05:16
VEH-059,2025-07-08,58.24,76.57,11.62,36,2607,3,,normal,0,0.0021224206,2025-07-27 16:05:16
VEH-060,2025-07-08,39.91,79.5,13.93,31,4557,4,,normal,0,0.11053925,2025-07-27 16:05:16
VEH-061,2025-07-08,43.55,81.96,13.89,25,3982,5,,normal,0,0.022342464,2025-07-27 16:05:16
VEH-062,2025-07-08,37.76,79.13,16.46,35,3654,3,,normal,0,0.002965938,2025-07-27 16:05:16
VEH-063,2025-07-08,61.99,76.7,18.85,27,2049,1,,normal,0,6.0802195e-06,2025-07-27 16:05:16
VEH-064,2025-07-08,60.71,85.43,11.93,34,4069,1,,normal,0,0.019578371,2025-07-27 16:05:16
VEH-065,2025-07-08,42.32,86.56,15.56,30,4027,4,,normal,0,0.014922561,2025-07-27 16:05:16
VEH-066,2025-07-08,59.23,99.13,15.07,25,2555,4,,normal,0,0.005351509,2025-07-27 16:05:16
VEH-067,2025-07-08,28.91,92.41,16.87,35,3191,4,,normal,0,0.029923053,2025-07-27 16:05:16
VEH-068,2025-07-08,27.5,60.0,11.76,31,4270,3,,normal,0,0.052428722,2025-07-27 16:05:16
VEH-069,2025-07-08,56.89,71.1,15.76,32,3847,6,,excessive_braking,1,0.98932594,2025-07-27 16:05:16
VEH-070,2025-07-08,64.21,71.97,15.37,37,2764,6,,excessive_braking,1,0.99153906,2025-07-27 16:05:16
VEH-071,2025-07-08,68.86,79.97,16.74,38,4384,2,,normal,0,0.010011171,2025-07-27 16:05:16
VEH-072,2025-07-08,52.13,76.12,15.73,26,2887,0,,normal,0,0.00014115646,2025-07-27 16:05:16
VEH-073,2025-07-08,40.93,83.3,14.77,36,4203,3,,normal,0,0.029528238,2025-07-27 16:05:16
VEH-074,2025-07-08,42.73,75.11,17.25,32,2994,0,,normal,0,7.6631906e-05,2025-07-27 16:05:16
VEH-075,2025-07-08,48.85,86.99,19.13,35,2992,4,,normal,0,0.0010709276,2025-07-27 16:05:16
VEH-076,2025-07-08,53.26,92.02,15.57,33,3073,5,,normal,0,0.03145186,2025-07-27 16:05:16
VEH-077,2025-07-08,59.2,74.49,16.81,36,4044,3,,normal,0,0.0028530594,2025-07-27 16:05:16
VEH-078,2025-07-08,42.19,80.75,14.8,37,3732,3,,normal,0,0.007415218,2025-07-27 16:05:16
VEH-079,2025-07-08,66.72,82.62,13.69,39,3795,3,,normal,0,0.0062896335,2025-07-27 16:05:16
VEH-080,2025-07-08,71.88,76.45,9.51,30,3913,1,,normal,0,0.02909638,2025-07-27 16:05:16
VEH-081,2025-07-08,66.85,77.78,16.82,36,3375,2,,normal,0,0.00022169396,2025-07-27 16:05:16
VEH-082,2025-07-08,40.42,71.12,19.35,31,3010,0,,normal,0,2.5569972e-05,2025-07-27 16:05:16
VEH-083,2025-07-08,60.08,93.62,16.68,28,4833,1,,high_rpm,0,0.3603855,2025-07-27 16:05:16
VEH-084,2025-07-08,83.86,96.19,11.76,37,3383,1,,normal,0,0.0014459727,2025-07-27 16:05:16
VEH-085,2025-07-08,59.33,92.97,11.04,34,4303,1,,normal,0,0.06699308,2025-07-27 16:05:16
VEH-086,2025-07-08,44.9,86.86,17.01,37,4333,5,,normal,0,0.087327756,2025-07-27 16:05:16
VEH-087,2025-07-08,71.38,89.1,8.48,39,3620,2,,normal,0,0.04874488,2025-07-27 16:05:16
VEH-088,2025-07-08,57.61,96.23,14.76,28,2853,3,,normal,0,0.0030787312,2025-07-27 16:05:16
VEH-089,2025-07-08,36.11,90.98,8.12,35,3747,4,,normal,0,0.1592488,2025-07-27 16:05:16
VEH-090,2025-07-08,36.91,79.55,10.9,39,2025,1,,normal,0,0.0022476043,2025-07-27 16:05:16
VEH-091,2025-07-08,73.85,96.95,11.56,33,4820,4,,high_rpm,0,0.17989494,2025-07-27 16:05:16
VEH-092,2025-07-08,74.41,92.93,16.54,25,3128,6,,excessive_braking,1,0.98959416,2025-07-27 16:05:16
VEH-093,2025-07-08,45.94,101.03,18.67,30,2646,3,,normal,0,0.0030479757,2025-07-27 16:05:16
VEH-094,2025-07-08,74.0,77.74,10.47,34,3273,0,,normal,0,0.0014518326,2025-07-27 16:05:16
VEH-095,2025-07-08,66.93,81.53,10.31,31,4814,6,,excessive_braking,1,0.99652696,2025-07-27 16:05:16
VEH-096,2025-07-08,53.37,73.86,12.0,25,3859,0,,normal,0,0.004496966,2025-07-27 16:05:16
VEH-097,2025-07-08,55.42,80.16,15.42,30,3474,5,,normal,0,0.018619442,2025-07-27 16:05:16
VEH-098,2025-07-08,26.7,68.99,11.57,28,2505,4,,normal,0,0.0057323338,2025-07-27 16:05:16
VEH-099,2025-07-08,78.38,89.59,18.74,36,2595,5,,normal,0,0.013400449,2025-07-27 16:05:16
VEH-100,2025-07-08,36.85,90.52,17.29,25,2055,5,,normal,0,0.05118128,2025-07-27 16:05:16
VEH-001,2025-07-09,51.11,90.87,17.12,37,2712,5,,normal,0,0.027298493,2025-07-27 16:05:16
VEH-002,2025-07-09,44.73,77.53,23.8,33,2020,5,,normal,0,0.0038526834,2025-07-27 16:05:16
VEH-003,2025-07-09,62.49,70.44,14.97,29,2656,6,,excessive_braking,1,0.9899964,2025-07-27 16:05:16
VEH-004,2025-07-09,67.18,78.59,19.96,39,4442,4,,normal,0,0.041809615,2025-07-27 16:05:16
VEH-005,2025-07-09,35.08,98.26,9.62,36,2453,0,,normal,0,0.08007201,2025-07-27 16:05:16
VEH-006,2025-07-09,78.69,97.93,16.96,25,2596,2,,normal,0,0.00015066004,2025-07-27 16:05:16
VEH-007,2025-07-09,35.52,73.52,17.01,31,2544,5,,normal,0,0.009402805,2025-07-27 16:05:16
VEH-008,2025-07-09,67.21,100.06,13.47,31,2493,0,,normal,0,0.0007355192,2025-07-27 16:05:16
VEH-009,2025-07-09,36.27,75.01,16.58,39,3423,3,,normal,0,0.0014802953,2025-07-27 16:05:16
VEH-010,2025-07-09,57.51,80.31,19.08,34,3265,1,,normal,0,6.9265676e-05,2025-07-27 16:05:16
VEH-011,2025-07-09,65.72,82.0,19.86,25,2616,6,,excessive_braking,1,0.98046464,2025-07-27 16:05:16
VEH-012,2025-07-09,43.34,91.1,12.86,36,3246,6,,excessive_braking,1,0.9921961,2025-07-27 16:05:16
VEH-013,2025-07-09,81.05,78.04,17.5,37,2917,1,,normal,0,2.3534569e-05,2025-07-27 16:05:16
VEH-014,2025-07-09,39.52,100.02,14.7,25,4655,0,,normal,0,0.43628412,2025-07-27 16:05:16
VEH-015,2025-07-09,44.75,79.21,17.79,38,3137,5,,normal,0,0.013554815,2025-07-27 16:05:16
VEH-016,2025-07-09,51.92,74.95,14.29,25,2154,5,,normal,0,0.020374283,2025-07-27 16:05:16
VEH-017,2025-07-09,58.64,76.82,9.8,29,2050,4,,normal,0,0.007571191,2025-07-27 16:05:16
VEH-018,2025-07-09,63.15,99.43,11.12,30,4960,0,,high_rpm,1,0.6672046,2025-07-27 16:05:16
VEH-019,2025-07-09,51.4,93.28,12.77,27,3044,3,,normal,0,0.011311696,2025-07-27 16:05:16
VEH-020,2025-07-09,37.19,85.52,14.41,36,3583,2,,normal,0,0.0076025194,2025-07-27 16:05:16
VEH-021,2025-07-09,53.53,84.58,13.98,37,3743,2,,normal,0,0.005464996,2025-07-27 16:05:16
VEH-022,2025-07-09,61.38,87.66,13.73,35,2370,0,,normal,0,0.00017919281,2025-07-27 16:05:16
VEH-023,2025-07-09,80.25,89.54,16.04,37,3028,5,,normal,0,0.01981347,2025-07-27 16:05:16
VEH-024,2025-07-09,35.18,96.25,11.83,31,3529,4,,normal,0,0.08210187,2025-07-27 16:05:16
VEH-025,2025-07-09,41.03,86.22,17.93,30,3353,1,,normal,0,0.0007149592,2025-07-27 16:05:16
VEH-026,2025-07-09,63.93,93.77,15.51,39,3452,5,,normal,0,0.027504014,2025-07-27 16:05:16
VEH-027,2025-07-09,65.76,93.36,16.83,30,3739,6,,excessive_braking,1,0.98895943,2025-07-27 16:05:16
VEH-028,2025-07-09,43.13,90.19,11.09,29,2455,0,,normal,0,0.0082282955,2025-07-27 16:05:16
VEH-029,2025-07-09,57.79,95.78,17.67,38,2500,1,,normal,0,0.000115664734,2025-07-27 16:05:16
VEH-030,2025-07-09,40.31,99.5,13.03,39,2511,2,,normal,0,0.026547011,2025-07-27 16:05:16
VEH-031,2025-07-09,63.37,76.33,11.52,40,3793,5,,normal,0,0.059601236,2025-07-27 16:05:16
VEH-032,2025-07-09,51.28,82.72,10.06,39,2259,5,,normal,0,0.14530507,2025-07-27 16:05:16
VEH-033,2025-07-09,59.64,75.11,15.23,38,2342,0,,normal,0,2.1884593e-05,2025-07-27 16:05:16
VEH-034,2025-07-09,62.83,110.25,25.0,26,3261,5,,normal,0,0.024630263,2025-07-27 16:05:16
VEH-035,2025-07-09,57.41,78.42,8.38,33,4406,1,,normal,0,0.2889267,2025-07-27 16:05:16
VEH-036,2025-07-09,45.8,79.89,12.27,27,3553,0,,normal,0,0.0059497724,2025-07-27 16:05:16
VEH-037,2025-07-09,37.76,88.77,19.96,35,3926,0,,normal,0,0.0015043593,2025-07-27 16:05:16
VEH-038,2025-07-09,67.29,85.96,8.72,32,4638,5,,normal,0,0.19200175,2025-07-27 16:05:16
VEH-039,2025-07-09,43.85,90.84,14.56,32,2662,1,,normal,0,0.0018451773,2025-07-27 16:05:16
VEH-040,2025-07-09,55.33,85.76,15.04,28,4614,2,,normal,0,0.12329664,2025-07-27 16:05:16
VEH-041,2025-07-09,59.08,76.22,10.12,40,3883,1,,normal,0,0.032669056,2025-07-27 16:05:16
VEH-042,2025-07-09,79.73,86.93,12.13,30,4377,1,,normal,0,0.029272877,2025-07-27 16:05:16
VEH-043,2025-07-09,39.98,97.06,16.61,32,4413,1,,normal,0,0.103950076,2025-07-27 16:05:16
VEH-044,2025-07-09,56.02,62.57,12.14,28,3033,5,,normal,0,0.035576437,2025-07-27 16:05:16
VEH-045,2025-07-09,65.94,68.74,12.66,32,4647,0,,normal,0,0.13092376,2025-07-27 16:05:16
VEH-046,2025-07-09,30.39,79.7,12.4,29,3145,4,,normal,0,0.011890829,2025-07-27 16:05:16
VEH-047,2025-07-09,54.13,80.72,15.8,29,4406,3,,normal,0,0.028157743,2025-07-27 16:05:16
VEH-048,2025-07-09,40.97,88.71,14.48,26,2826,4,,normal,0,0.0094609335,2025-07-27 16:05:16
VEH-049,2025-07-09,22.35,74.0,16.93,33,4520,5,,normal,0,0.14997776,2025-07-27 16:05:16
VEH-050,2025-07-09,50.89,84.35,19.03,27,2953,2,,normal,0,0.00016773575,2025-07-27 16:05:16
VEH-051,2025-07-09,60.58,95.71,15.3,40,2329,4,,normal,0,0.0021006304,2025-07-27 16:05:16
VEH-052,2025-07-09,46.27,85.68,13.87,26,2928,1,,normal,0,0.00219794,2025-07-27 16:05:16
VEH-053,2025-07-09,36.62,87.85,14.23,37,3223,2,,normal,0,0.0069627957,2025-07-27 16:05:16
VEH-054,2025-07-09,51.93,90.48,18.81,27,4278,1,,normal,0,0.0073636575,2025-07-27 16:05:16
VEH-055,2025-07-09,61.58,92.78,15.51,35,2447,3,,normal,0,0.0006632049,2025-07-27 16:05:16
VEH-056,2025-07-09,60.94,93.98,12.88,29,3815,0,,normal,0,0.010154148,2025-07-27 16:05:16
VEH-057,2025-07-09,70.2,76.85,17.01,39,4577,3,,normal,0,0.07123791,2025-07-27 16:05:16
VEH-058,2025-07-09,63.25,95.58,19.3,26,4221,1,,normal,0,0.0037973986,2025-07-27 16:05:16
VEH-059,2025-07-09,53.67,83.2,18.77,30,2222,0,,normal,0,1.2246981e-05,2025-07-27 16:05:16
VEH-060,2025-07-09,37.81,81.78,19.67,27,3172,6,,excessive_braking,1,0.987074,2025-07-27 16:05:16
VEH-061,2025-07-09,53.1,91.76,18.4,33,3887,5,,normal,0,0.028661402,2025-07-27 16:05:16
VEH-062,2025-07-09,36.31,82.51,15.06,35,3067,6,,excessive_braking,1,0.99272466,2025-07-27 16:05:16
VEH-063,2025-07-09,51.64,94.35,13.81,30,4656,5,,normal,0,0.1446241,2025-07-27 16:05:16
VEH-064,2025-07-09,35.47,91.76,16.92,30,2216,1,,normal,0,0.00071738346,2025-07-27 16:05:16
VEH-065,2025-07-09,61.49,72.54,17.65,33,2805,5,,normal,0,0.007982034,2025-07-27 16:05:16
VEH-066,2025-07-09,54.39,77.73,17.19,39,4654,6,,excessive_braking,1,0.9984958,2025-07-27 16:05:16
VEH-067,2025-07-09,46.74,94.71,10.3,27,2894,2,,normal,0,0.041430626,2025-07-27 16:05:16
VEH-068,2025-07-09,37.52,72.15,16.42,37,2567,6,,excessive_braking,1,0.9875544,2025-07-27 16:05:16
VEH-069,2025-07-09,35.59,95.42,17.59,32,2625,2,,normal,0,0.0031558522,2025-07-27 16:05:16
VEH-070,2025-07-09,63.71,102.48,14.8,28,3470,0,,normal,0,0.003259258,2025-07-27 16:05:16
VEH-071,2025-07-09,78.76,94.92,11.89,40,4582,0,,normal,0,0.08586658,2025-07-27 16:05:16
VEH-072,2025-07-09,42.47,77.37,16.76,26,2811,5,,normal,0,0.011329448,2025-07-27 16:05:16
VEH-073,2025-07-09,59.78,65.35,15.43,35,2229,4,,normal,0,0.00021653392,2025-07-27 16:05:16
VEH-074,2025-07-09,55.7,70.6,13.18,33,3668,2,,normal,0,0.0033942417,2025-07-27 16:05:16
VEH-075,2025-07-09,59.06,98.53,10.83,25,2513,4,,normal,0,0.033244584,2025-07-27 16:05:16
VEH-076,2025-07-09,50.43,82.42,19.44,40,3013,4,,normal,0,0.0006476381,2025-07-27 16:05:16
VEH-077,2025-07-09,37.88,62.13,23.58,27,3512,5,,normal,0,0.0055300356,2025-07-27 16:05:16
VEH-078,2025-07-09,37.42,91.15,11.26,33,3769,5,,normal,0,0.083481155,2025-07-27 16:05:16
